0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0.0180825
0,13,0.00844586
0,14,0.0165064
0,15,0.010039
0,16,0.0132186
0,17,0.0146468
0,18,0.0133217
0,19,0.0188171
0,20,0.013474
1,0,0.0339166
1,1,0.0328575
1,2,0.00817135
1,3,0.0152319
1,4,0.016883
1,5,0.0157744
1,6,0.0135409
1,7,0.0142352
1,8,0.00491874
1,9,0.0176953
1,10,0.0069453
1,11,0.0151731
1,12,0.0156082
1,13,0.0113148
1,14,0.0126531
1,15,0.0109687
1,16,0.00961947
1,17,0.017284
1,18,0.0240643
1,19,0.0121672
1,20,0.0126509
2,0,0.0676918
2,1,0.0122546
2,2,0.0106845
2,3,0.0216038
2,4,0.0124641
2,5,0.0141103
2,6,0.00977603
2,7,0.012524
2,8,0.0134617
2,9,0.00433017
2,10,0.00686735
2,11,0.0130242
2,12,0.0114488
2,13,0.0183031
2,14,0.00981918
2,15,0.0104312
2,16,0.0147767
2,17,0.010753
2,18,0.0196314
2,19,0.017683
2,20,0
3,0,0.0335432
3,1,0.0381758
3,2,0.0109656
3,3,0.0148621
3,4,0.0146425
3,5,0.00557816
3,6,0.0181992
3,7,0.00983479
3,8,0.00632894
3,9,0.00225982
3,10,0.0191963
3,11,0.00896974
3,12,0.0209162
3,13,0.011289
3,14,0.0203112
3,15,0.00911072
3,16,0.0158194
3,17,0.00735149
3,18,0.0188379
3,19,0.00882842
3,20,0
4,0,0.0306732
4,1,0.0122812
4,2,0.0153113
4,3,0.0230037
4,4,0.00617736
4,5,0.0114962
4,6,0.00718567
4,7,0.0056892
4,8,0.0078561
4,9,0.0186809
4,10,0.0143436
4,11,0.018474
4,12,0.0131864
4,13,0.0142359
4,14,0.01404
4,15,0.00671301
4,16,0.0106007
4,17,0.0159658
4,18,0.0108107
4,19,0
4,20,0
5,0,0.0951144
5,1,0.015084
5,2,0.0113338
5,3,0.0104854
5,4,0.00492692
5,5,0.0164965
5,6,0.0249788
5,7,0.002193
5,8,0.00924514
5,9,0.00375532
5,10,0.0145522
5,11,0.0206489
5,12,0.0184741
5,13,0.0121003
5,14,0.0123532
5,15,0.00280815
5,16,0.0190714
5,17,0.0116195
5,18,0.00196683
5,19,0
5,20,0
6,0,0.0332011
6,1,0.0583828
6,2,0.0167619
6,3,0.0234521
6,4,0.0192662
6,5,0.0204548
6,6,0.00685303
6,7,0.0157342
6,8,0.0349028
6,9,0.0140478
6,10,0.00533216
6,11,0.0149465
6,12,0.0191145
6,13,0.0131648
6,14,0.0172107
6,15,0.0110718
6,16,0.0150079
6,17,0.00887521
6,18,0
6,19,0
6,20,0
7,0,0.0144431
7,1,0.0207339
7,2,0.0153307
7,3,0.0168577
7,4,0.0132439
7,5,0.00901954
7,6,0.00698879
7,7,0.00714604
7,8,0.00477104
7,9,0.0093955
7,10,0.0192112
7,11,0.0290239
7,12,0.00120802
7,13,0.00842137
7,14,0.0352841
7,15,0.00982249
7,16,0.0158223
7,17,0
7,18,0
7,19,0
7,20,0
8,0,0.0372547
8,1,0.0601053
8,2,0.0136753
8,3,0.00942982
8,4,0.0142224
8,5,0.00195747
8,6,0.00680979
8,7,0.00961449
8,8,0.0128339
8,9,0.0154817
8,10,0.0170108
8,11,0.0235531
8,12,0.0119539
8,13,0.0141783
8,14,0.00894211
8,15,0.0141776
8,16,0
8,17,0
8,18,0
8,19,0
8,20,0
9,0,0.0570432
9,1,0.0205567
9,2,0.0255889
9,3,0.0418737
9,4,0.00781115
9,5,0.00274613
9,6,0.0173252
9,7,0.0208384
9,8,0.0166243
9,9,0.0281761
9,10,0.0139163
9,11,0.00796309
9,12,0.00757052
9,13,0.0257272
9,14,0.0117715
9,15,0
9,16,0
9,17,0
9,18,0
9,19,0
9,20,0
10,0,0.02888
10,1,0.0299546
10,2,0.0555568
10,3,0.00529905
10,4,0.020956
10,5,0.0107311
10,6,0.00499157
10,7,0.0167789
10,8,0.0126799
10,9,0.011333
10,10,0.00306486
10,11,0.0068001
10,12,0.0235557
10,13,0
10,14,0
10,15,0
10,16,0
10,17,0
10,18,0
10,19,0
10,20,0
11,0,0.0458382
11,1,0.0525865
11,2,0.0378086
11,3,0.0122911
11,4,0.00576456
11,5,0.0177402
11,6,0.0144949
11,7,0.0119146
11,8,0.0309446
11,9,0.00820377
11,10,0.0173613
11,11,0
11,12,0
11,13,0
11,14,0
11,15,0
11,16,0
11,17,0
11,18,0
11,19,0
11,20,0
