0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0.011532
0,13,0.0161601
0,14,0.00583062
0,15,0.010997
0,16,0.00603942
0,17,0.00488672
0,18,0.00358971
0,19,0.00630762
0,20,0.00549581
1,0,0.0024198
1,1,0.00316474
1,2,0.00910093
1,3,0.00356625
1,4,0.00850196
1,5,0.0044275
1,6,0.0032744
1,7,0.00882578
1,8,0.00747588
1,9,0.00686564
1,10,0.00746109
1,11,0.00641798
1,12,0.00959885
1,13,0.00749091
1,14,0.00820592
1,15,0.0118572
1,16,0.00873287
1,17,0.00532505
1,18,0.0029277
1,19,0.00358717
1,20,0.007379
2,0,0.0201306
2,1,0.000653853
2,2,0.0114956
2,3,0.0144199
2,4,0.00869612
2,5,0.00571534
2,6,0.00805382
2,7,0.00280708
2,8,0.0050834
2,9,0.00400382
2,10,0.00637328
2,11,0.00845204
2,12,0.00951874
2,13,0.00869768
2,14,0.00638631
2,15,0.00947228
2,16,0.00697945
2,17,0.00751382
2,18,0.00659601
2,19,0.00346921
2,20,0
3,0,0.00169413
3,1,0.000328788
3,2,0.0107138
3,3,0.00494272
3,4,0.00695906
3,5,0.00287507
3,6,0.00384325
3,7,0.0106851
3,8,0.00166835
3,9,0.00354608
3,10,0.00662259
3,11,0.0104467
3,12,0.00802078
3,13,0.00584429
3,14,0.00497927
3,15,0.00742687
3,16,0.00541341
3,17,0.00297708
3,18,0.00780032
3,19,0.000799759
3,20,0
4,0,0.00283309
4,1,0.00152464
4,2,0.00253306
4,3,0.00204081
4,4,0.00526136
4,5,0.000514687
4,6,0.00019988
4,7,0.00329383
4,8,0.00321253
4,9,0.00253864
4,10,0.0063185
4,11,0.0147636
4,12,0.00823913
4,13,0.00413144
4,14,0.00739012
4,15,0.00601461
4,16,0.00539116
4,17,0.00461472
4,18,0.0028487
4,19,0
4,20,0
5,0,0.001263
5,1,0.0344612
5,2,0.00867746
5,3,0.00307128
5,4,0.00875298
5,5,0.00466769
5,6,0.00454222
5,7,0.00244025
5,8,0.0090514
5,9,0.00441253
5,10,0.00538814
5,11,0.00906685
5,12,0.00400287
5,13,0.00469217
5,14,0.00598066
5,15,0.00637972
5,16,0.00624524
5,17,0.0106706
5,18,0.00571626
5,19,0
5,20,0
6,0,0.00114579
6,1,0.000875862
6,2,0.00125774
6,3,0.00462569
6,4,0.00198836
6,5,0.00852186
6,6,0.00343696
6,7,0.00948063
6,8,0.00688868
6,9,0.0040413
6,10,0.00417944
6,11,0.0107277
6,12,0.00588053
6,13,0.00940152
6,14,0.00371802
6,15,0.00943863
6,16,0.00498044
6,17,0.0012877
6,18,0
6,19,0
6,20,0
7,0,0.000670268
7,1,0.0123996
7,2,0.00199893
7,3,0.00182047
7,4,0.00454607
7,5,0.00269418
7,6,0.0038325
7,7,0.00514032
7,8,0.00211609
7,9,0.00728149
7,10,0.00702106
7,11,0.00542687
7,12,0.0127721
7,13,0.00807176
7,14,0.0124211
7,15,0.00370779
7,16,0.00546137
7,17,0
7,18,0
7,19,0
7,20,0
8,0,0.00308491
8,1,0.00130675
8,2,0.00251236
8,3,0.00176221
8,4,0.00496249
8,5,0.00546966
8,6,0.00395301
8,7,0.00446456
8,8,0.00366385
8,9,0.00133948
8,10,0.00831632
8,11,0.00926779
8,12,0.00452858
8,13,0.00425857
8,14,0.00594291
8,15,0.00911626
8,16,0
8,17,0
8,18,0
8,19,0
8,20,0
9,0,0.000905352
9,1,0.00566964
9,2,0.00139371
9,3,0.00239847
9,4,0.000920047
9,5,0.00930413
9,6,0.00171218
9,7,0.00331788
9,8,0.00461905
9,9,0.00238057
9,10,0.0102065
9,11,0.0113417
9,12,0.00758945
9,13,0.00340795
9,14,0.00309946
9,15,0
9,16,0
9,17,0
9,18,0
9,19,0
9,20,0
10,0,0.0212605
10,1,0.00104315
10,2,0.00671299
10,3,0.00387517
10,4,0.00506193
10,5,0.00596136
10,6,0.00978657
10,7,0.0131647
10,8,0.013113
10,9,0.00701318
10,10,0.00815421
10,11,0.00600618
10,12,0.0070883
10,13,0
10,14,0
10,15,0
10,16,0
10,17,0
10,18,0
10,19,0
10,20,0
11,0,0.00105599
11,1,0.0129716
11,2,0.0296845
11,3,0.0100199
11,4,0.00133197
11,5,0.00850642
11,6,0.00615725
11,7,0.00467809
11,8,0.00444196
11,9,0.0047778
11,10,0.0212852
11,11,0
11,12,0
11,13,0
11,14,0
11,15,0
11,16,0
11,17,0
11,18,0
11,19,0
11,20,0
